anonym_id,gender,title,discipline,last_published,academia_length,phd_dissertation,brt_1,brt_2,brt_3,brt_4,pps_1,pps_2,pps_3,pps_4,pps_5,pps_6,ppa_7,ppa_8,ppa_9,ppa_10,ppa_11,ppa_12,ppr_13,ppr_14,ppr_15,ppr_16,ppr_17,ppr_18,sec_1,sec_2,sec_3,sec_4,wlb_1,wlb_2,wlb_3,wlb_4,wld_1,wld_2,wld_3,wld_4,soc_1,soc_2,soc_3,soc_4,soc_5,soc_6,opp_1,opp_2,opp_3,qrp_1,qrp_2,qrp_3,qrp_4,qrp_5,qrp_6,qrp_7,qrp_8,inf_1,inf_2,inf_3,inf_4,inf_5,inf_6,mng_1,mng_2,rla_1,rla_2,rla_3,rla_4,rla_5,rla_6,rlc_1,rlc_2,rlc_3,rlc_4,rlc_5,rlc_6,pay_1,pay_2,tol_1,tol_2,gnl_1,gnl_2,brt,gnl,inf,mng,opp,pay,ppa,ppr,pps,qrp,rla,rlc,sec,soc,tol,wlb,wld
123,Woman,PhD student,"STEM (science, technology, engineering, mathematics)",This year,1-5 years,1-2 articles,3,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,1,4,2,2,3,3,2,2,5,5,4,5,5,4,5,5,5,1,1,1,2,3,1,2,2,4,4,3,3,4,4,4,4,2,2,2,2,1,1,3,2,3,6,1,1,6,6,6,6,6,6,2.5,6,3.667,4,5,6,2,4,2.333,1.625,1.667,2.667,4,4.667,6,2.25,2.5
124,Man,Associate Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,NA,3,1,2,2,4,4,4,2,2,4,3,4,4,3,3,2,3,3,4,3,2,4,5,5,3,4,2,2,3,2,4,3,3,2,3,4,3,4,4,3,4,4,4,3,1,3,2,3,2,3,2,5,5,4,4,3,4,4,5,2,3,4,3,2,2,5,2,6,3,3,2,6,6,4,4,3,3,2,3,4.167,4.5,4,6,3.167,3.167,3.333,2.375,2.667,3.5,4.25,3.5,4,2.25,3
125,Woman,Associate Professor,Non-STEM,This year,More than 10 years,NA,4,3,1,3,2,4,3,4,2,4,4,4,4,4,4,4,4,4,5,3,4,4,5,5,5,5,4,4,4,4,3,4,3,2,3,4,2,4,4,4,4,4,4,2,2,2,4,4,2,1,3,4,5,3,4,4,4,4,4,1,2,1,4,1,1,2,3,2,6,2,1,6,6,2,4,4,4,2.75,4,4,4,4,6,4,4,3.167,2.5,1.667,2.667,5,3.5,3,4,3
126,Man,Assistant Professor,"STEM (science, technology, engineering, mathematics)",This year,6-10 years,NA,3,2,2,4,1,1,4,1,1,1,1,4,5,2,2,2,2,4,5,5,5,4,2,3,2,2,3,2,4,2,3,3,3,4,4,4,3,4,4,4,3,4,3,1,1,1,1,1,2,2,1,5,5,5,5,4,5,5,5,2,2,6,3,4,5,4,3,6,3,4,4,5,5,1,2,3,2,2.75,2.5,4.833,5,3.333,5,2.667,4.167,1.5,1.25,3.667,4,2.25,3.833,1.5,2.75,3.25
127,Woman,PhD student,"STEM (science, technology, engineering, mathematics)",This year,1-5 years,More than 4 articles,4,3,3,3,2,5,4,2,5,4,2,4,4,4,2,5,3,4,2,3,4,4,3,3,2,4,5,4,5,5,5,4,3,3,5,4,5,3,4,4,4,5,4,5,3,1,2,2,1,3,1,3,3,1,1,2,3,4,4,6,4,7,6,5,5,4,3,6,2,2,1,3,4,4,7,6,6,3.25,6,2.167,4,4.333,3.5,3.5,3.333,3.667,2.25,5.5,3,3,4.167,5.5,4.75,3.75
128,Woman,Associate Professor,"STEM (science, technology, engineering, mathematics)",In the last year,More than 10 years,NA,2,2,2,2,1,3,4,2,3,2,2,4,3,4,3,4,5,5,4,5,4,5,4,4,3,5,2,4,2,2,3,3,2,2,3,4,3,4,4,3,4,4,4,1,1,2,5,3,2,2,4,4,5,4,5,4,5,4,4,3,4,5,5,6,2,5,4,4,3,3,1,5,5,5,7,6,5,2,5.5,4.5,4,4,5,3.333,4.667,2.5,2.5,4.167,3.333,4,3.5,6,2.5,2.5
129,Woman,Associate Professor,Non-STEM,This year,6-10 years,NA,2,2,1,2,2,3,4,2,2,3,3,4,3,4,2,3,4,5,4,4,5,4,5,5,5,5,1,2,2,2,4,2,2,3,5,5,5,4,4,4,3,4,3,2,1,2,3,4,2,2,2,4,4,2,4,4,4,5,5,2,2,2,2,2,2,5,6,6,6,6,3,6,6,5,5,5,5,1.75,5,3.667,5,3.333,6,3.167,4.333,2.667,2.25,2,5.333,5,4.5,5,1.75,2.75
130,Woman,Post Doc,Non-STEM,This year,1-5 years,NA,2,2,2,2,2,2,4,2,3,2,2,2,3,3,4,3,4,4,4,4,4,4,5,4,5,5,2,2,2,2,3,2,3,2,3,3,3,4,4,4,3,4,3,1,1,1,1,1,1,1,1,4,4,3,4,3,4,5,5,2,3,2,3,2,2,5,3,5,6,3,2,3,3,6,6,6,6,2,6,3.667,5,3.333,3,2.833,4,2.5,1,2.333,4,4.75,3.5,6,2,2.5
131,Man,Associate Professor,"STEM (science, technology, engineering, mathematics)",In the last year,More than 10 years,NA,3,2,2,3,2,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,2,3,5,5,5,5,4,4,2,4,3,3,2,2,3,4,1,4,3,1,4,4,4,1,1,2,4,4,1,2,1,4,5,4,4,4,5,4,3,2,2,2,4,2,2,2,2,3,2,2,2,5,5,6,6,5,4,2.5,4.5,4.333,3.5,4,5,4,3.5,2.333,2,2.333,2.167,5,2.667,6,3.5,2.5
132,Woman,Associate Professor,Non-STEM,This year,More than 10 years,NA,3,3,3,4,4,5,5,5,4,4,4,4,3,4,3,3,3,3,4,2,2,3,4,4,3,4,4,4,4,4,4,5,5,4,1,1,1,2,2,2,2,3,2,3,2,2,2,4,2,3,3,3,4,2,3,2,3,3,3,4,5,5,5,4,3,5,5,6,6,5,4,5,2,2,2,2,1,3.25,1.5,2.833,3,2.333,3.5,3.5,2.833,4.5,2.625,4.333,5.167,3.75,1.5,2,4,4.5
133,Woman,Assistant Professor,Non-STEM,This year,More than 10 years,NA,5,5,3,3,4,5,5,5,4,4,5,5,5,5,2,5,3,3,4,1,4,4,3,3,2,2,3,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,4,3,2,3,2,4,2,2,6,5,5,4,3,2,5,5,6,5,4,2,1,1,5,5,1,1,4,1,3,2,4,1,4.5,3.167,4.5,1,4.167,4.5,2.5,3,5,3.75,4
135,Man,PhD student,"STEM (science, technology, engineering, mathematics)",This year,1-5 years,1-2 articles,3,2,2,3,2,3,3,2,2,2,2,4,4,4,2,4,4,5,4,3,4,4,3,3,3,3,1,2,2,2,4,3,4,2,4,5,4,4,4,4,5,4,4,5,2,2,3,3,1,1,2,4,4,4,4,3,4,3,3,3,4,4,3,3,3,2,2,3,3,3,2,5,5,4,4,5,4,2.5,4.5,3.833,3,4.333,5,3.333,4,2.333,2.375,3.333,2.5,3,4.167,4,1.75,3.25
136,Man,Full Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,NA,1,2,2,2,1,1,2,1,2,1,2,3,3,1,3,1,4,4,5,5,5,5,5,5,4,5,2,2,2,2,2,2,2,2,4,3,2,3,3,3,5,4,4,1,1,1,2,2,1,1,1,3,4,3,4,4,5,4,4,3,2,2,3,2,2,5,5,6,5,3,4,7,7,5,6,6,7,1.75,6.5,3.833,4,4.333,7,2.167,4.667,1.333,1.25,2.333,4.667,4.75,3,5.5,2,2
137,Woman,Associate Professor,Non-STEM,In the last year,More than 10 years,NA,3,2,3,2,2,4,3,2,2,3,4,4,4,4,3,4,3,2,5,3,4,4,4,4,3,4,2,2,2,2,5,3,3,3,4,4,2,4,4,3,3,4,3,2,2,4,2,5,1,2,4,4,3,3,3,4,4,4,4,3,3,5,3,3,3,6,6,6,6,5,5,5,5,3,3,5,5,2.5,5,3.5,4,3.333,5,3.833,3.5,2.667,2.75,3.333,5.667,3.75,3.5,3,2,3.5
138,Man,Full Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,NA,4,2,3,4,2,5,5,4,1,4,5,3,5,3,3,3,4,5,5,5,4,4,3,3,3,3,5,5,5,5,5,4,5,1,3,3,2,3,3,3,5,5,5,1,1,1,5,3,1,3,1,5,4,4,4,4,3,5,5,3,5,6,4,4,4,6,6,4,4,3,4,2,2,2,2,5,5,3.25,5,4,5,5,2,3.667,4.5,3.5,2,4.333,4.5,3,2.833,2,5,3.75
139,Woman,Post Doc,"STEM (science, technology, engineering, mathematics)",This year,1-5 years,NA,2,3,2,4,1,1,4,1,4,2,1,1,1,2,1,5,5,5,4,5,5,5,1,1,1,1,1,1,1,1,2,3,4,2,5,5,5,5,5,5,3,5,4,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,2,2,2,1,6,1,6,1,7,2,1,1,1,1,5,3,3,2.75,3,5,5,4,1,1.833,4.833,2.167,1,2.333,3,1,5,3,1,2.75
140,Woman,Full Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,NA,3,3,2,3,1,2,3,2,3,3,4,3,3,3,2,3,3,4,5,4,3,4,4,4,3,4,3,4,2,3,3,2,3,3,3,3,3,3,3,3,4,4,3,4,3,3,4,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,4,5,2.75,4.5,3,3,3.667,3,3,3.833,2.333,2.875,4,4,3.75,3,1,3,2.75
141,Woman,This does not apply to me,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,NA,4,4,2,2,3,2,4,4,2,5,5,5,5,5,3,5,3,4,4,4,3,3,4,4,3,4,3,3,4,4,4,4,3,4,1,1,2,4,4,4,3,4,3,1,1,1,3,2,1,3,2,2,2,3,2,3,3,2,1,6,6,7,4,5,4,7,6,6,4,2,5,1,1,2,6,4,4,3,4,2.5,1.5,3.333,1,4.667,3.5,3.333,1.75,5.333,5,3.75,2.667,4,3.5,3.75
142,Woman,Assistant Professor,Non-STEM,In the last year,6-10 years,NA,2,2,2,2,2,2,2,2,2,5,3,3,3,4,2,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,2,2,2,2,5,5,3,5,5,3,5,5,5,1,1,5,3,4,1,3,3,2,5,4,2,3,4,5,5,3,2,3,2,2,2,3,6,3,6,2,2,3,3,4,4,5,5,2,5,3.333,5,5,3,3.167,5,2.5,2.625,2.333,3.667,4.5,4.333,4,4,2
143,Man,Full Professor,Non-STEM,This year,More than 10 years,NA,3,3,2,2,2,4,5,2,3,2,2,2,3,3,2,5,3,4,3,3,4,3,4,4,4,4,2,2,3,3,4,4,4,4,4,4,2,4,4,3,4,4,4,1,1,2,2,2,1,2,2,4,3,3,4,4,4,4,4,3,6,5,5,4,4,4,6,6,5,5,2,7,7,3,4,5,5,2.5,5,3.667,4,4,7,2.833,3.333,3,1.625,4.5,4.667,4,3.5,3.5,2.5,4
144,Man,PhD student,"STEM (science, technology, engineering, mathematics)",In the last year,1-5 years,1-2 articles,2,2,1,2,1,1,1,1,2,2,1,3,4,4,2,5,5,5,5,5,5,5,3,3,2,3,2,2,2,2,2,1,2,2,5,5,3,4,5,3,4,4,4,1,1,1,1,4,1,1,1,4,4,4,4,5,5,3,3,1,2,2,2,1,1,1,1,1,2,1,1,5,5,6,6,6,6,1.75,6,4.333,3,4,5,3.167,5,1.333,1.375,1.5,1.167,2.75,4.167,6,2,1.75
145,Woman,Associate Professor,Non-STEM,This year,More than 10 years,NA,4,4,2,2,1,2,4,2,1,4,2,5,3,3,2,4,1,2,5,5,5,4,5,5,5,5,4,4,4,4,5,4,3,3,2,1,1,2,2,2,5,5,5,1,1,1,1,1,1,1,1,5,5,4,5,4,5,4,4,2,2,1,2,1,1,1,3,5,7,5,1,6,6,6,5,6,6,3,6,4.667,4,5,6,3.167,3.667,2.333,1,1.5,3.667,5,1.667,5.5,4,3.75
146,Man,Full Professor,Non-STEM,This year,More than 10 years,NA,2,1,3,2,2,4,4,2,2,2,2,3,4,3,2,5,4,4,4,4,4,2,5,5,4,5,2,3,2,2,4,4,4,3,5,4,2,4,3,2,4,5,4,2,2,2,3,2,1,1,2,4,4,4,4,4,5,4,4,3,2,2,2,2,2,2,6,6,6,5,2,6,6,6,5,7,6,2,6.5,4.167,4,4.333,6,3.167,3.667,2.667,1.875,2.167,4.5,4.75,3.333,5.5,2.25,3.75
147,Man,Full Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,NA,2,2,1,2,1,1,2,2,4,2,2,5,4,2,3,1,4,4,5,4,4,4,5,5,5,5,2,2,2,2,3,3,3,3,2,1,1,2,2,2,3,4,3,3,1,1,2,3,1,1,2,4,5,4,5,5,5,4,4,2,2,2,4,5,4,4,4,4,4,6,2,3,3,2,2,6,6,1.75,6,4.667,4,3.333,3,2.833,4.167,2,1.75,3.167,4,5,1.667,2,2,3
148,Man,Associate Professor,Non-STEM,This year,More than 10 years,NA,4,4,2,3,4,5,5,5,4,2,5,5,5,5,2,5,2,4,2,1,2,1,3,3,2,4,4,4,4,4,4,5,5,4,2,3,4,3,4,2,4,5,4,1,1,2,2,2,1,3,2,3,2,2,3,3,4,3,2,6,3,5,2,5,5,3,6,7,7,7,5,4,3,2,4,2,2,3.25,2,2.833,2.5,4.333,3.5,4.5,2,4.167,1.75,4.333,5.833,3,3,3,4,4.5
149,Man,Full Professor,Non-STEM,In the last year,More than 10 years,NA,2,2,1,2,2,4,1,3,2,4,3,4,4,4,2,3,5,4,5,3,4,4,4,4,2,4,1,2,2,2,3,2,2,2,1,1,1,3,3,2,4,4,3,2,1,3,3,2,2,4,4,4,5,4,5,5,4,4,3,7,6,5,6,5,5,2,1,5,3,4,1,5,6,2,4,5,5,1.75,5,4.5,3.5,3.667,5.5,3.333,4.167,2.667,2.625,5.667,2.667,3.5,1.833,3,1.75,2.25
150,Man,Associate Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,NA,3,3,2,3,1,1,1,1,2,1,3,5,5,4,4,5,4,5,5,5,4,5,5,5,5,5,2,2,2,2,3,2,3,2,5,5,3,5,5,4,4,4,4,1,1,1,1,2,1,1,1,4,5,4,5,5,4,3,4,2,4,6,2,3,2,5,2,7,5,4,4,5,5,6,6,5,5,2.75,5,4.5,3.5,4,5,4.333,4.667,1.167,1.125,3.167,4.5,5,4.5,6,2,2.5
151,Woman,PhD student,Non-STEM,This year,1-5 years,1-2 articles,3,3,3,4,4,4,4,4,3,4,1,5,4,2,4,3,1,3,4,3,3,2,3,3,3,3,5,5,5,5,5,5,5,5,2,2,1,4,4,4,4,3,3,1,1,1,2,4,1,1,2,4,1,1,3,3,3,4,4,6,6,6,6,5,5,6,2,6,6,6,6,5,5,5,3,5,5,3.25,5,2.5,4,3.333,5,3.167,2.667,3.833,1.625,5.667,5.333,3,2.833,4,5,5
152,Man,PhD student,Non-STEM,This year,1-5 years,I don't know/ This does not apply to me/ 0 articles,4,4,3,4,4,4,3,4,2,4,4,3,3,2,3,4,4,4,5,4,4,4,1,1,1,2,5,5,5,5,3,3,4,3,2,2,2,3,4,3,5,5,4,5,2,2,4,4,3,2,1,4,3,3,4,3,4,3,3,3,2,2,4,2,2,5,2,2,2,2,2,2,1,3,4,3,3,3.75,3,3.5,3,4.667,1.5,3.167,4.167,3.5,2.875,2.5,2.5,1.25,2.667,3.5,5,3.25
153,Woman,Full Professor,Non-STEM,This year,More than 10 years,NA,3,3,2,2,2,2,2,1,2,2,4,4,4,4,2,3,4,4,5,5,4,4,5,5,5,5,2,4,3,2,3,4,4,4,5,5,4,5,5,3,4,5,4,1,1,1,2,2,1,1,1,4,4,4,4,4,4,4,4,2,2,2,2,2,1,5,5,6,6,4,2,7,7,6,6,5,5,2.5,5,4,4,4.333,7,3.5,4.333,1.833,1.25,1.833,4.667,5,4.5,6,2.75,3.75
154,Woman,Assistant Professor,"STEM (science, technology, engineering, mathematics)",This year,6-10 years,NA,5,4,3,3,3,5,5,3,5,5,5,5,5,5,4,5,3,4,3,2,3,5,3,3,2,3,5,5,5,5,5,4,4,4,2,2,2,5,5,5,4,5,4,2,2,2,4,4,1,1,1,2,1,2,3,3,4,3,3,7,2,4,4,3,3,6,6,7,4,5,7,1,1,1,2,4,3,3.75,3.5,2.5,3,4.333,1,4.833,3.333,4.333,2.125,3.833,5.833,2.75,3.5,1.5,5,4.25
155,Man,Full Professor,Non-STEM,This year,More than 10 years,NA,4,3,3,4,3,3,4,3,3,4,3,3,4,4,3,4,3,4,5,4,4,3,4,4,4,5,4,5,4,4,4,4,3,3,4,2,2,3,4,3,3,4,3,2,1,1,4,4,2,2,3,3,4,3,4,4,5,3,3,2,2,2,2,2,1,5,6,6,5,3,2,6,6,5,5,4,4,3.5,4,3.833,3,3.333,6,3.5,3.833,3.333,2.375,1.833,4.5,4.25,3,5,4.25,3.5
156,Woman,PhD student,"STEM (science, technology, engineering, mathematics)",In the last year,1-5 years,1-2 articles,4,3,1,4,5,4,5,5,3,5,3,3,3,3,3,3,5,5,2,4,2,2,3,2,1,3,4,4,4,4,5,4,4,4,5,5,3,4,4,3,5,3,4,1,1,3,2,2,1,2,1,3,2,2,3,3,4,3,3,3,2,3,3,2,2,5,5,7,4,4,1,2,1,6,4,5,5,3,5,2.833,3,4,1.5,3,3.333,4.5,1.625,2.5,4.333,2.25,4,5,4,4.25
157,Man,Full Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,NA,3,3,2,4,4,5,5,4,4,4,5,5,5,5,3,5,4,3,5,4,1,3,5,5,2,4,1,2,2,2,4,1,5,5,4,3,2,4,4,2,4,4,4,1,1,1,1,4,1,1,1,4,3,2,4,2,4,4,4,5,5,5,5,5,4,7,7,6,7,6,4,6,6,2,2,6,6,3,6,3.167,4,4,6,4.667,3.333,4.333,1.375,4.833,6.167,4,3.167,2,1.75,3.75
158,Woman,Full Professor,Non-STEM,This year,More than 10 years,NA,4,3,2,3,1,4,5,3,4,3,1,4,4,5,3,4,3,4,5,3,3,3,5,5,5,5,4,4,4,4,5,3,5,4,5,5,3,4,5,3,4,4,4,1,1,2,1,2,1,1,1,4,4,3,4,4,4,4,4,2,3,3,4,2,1,4,4,5,5,5,1,7,7,5,6,6,5,3,5.5,3.833,4,4,7,3.5,3.5,3.333,1.25,2.5,4,5,4.167,5.5,4,4.25
159,Woman,PhD student,Non-STEM,This year,1-5 years,1-2 articles,4,3,2,4,4,4,2,2,2,4,3,4,4,4,2,4,3,4,3,3,3,3,4,3,1,3,3,4,3,3,3,4,3,1,2,3,2,3,4,3,5,5,5,1,1,3,2,4,3,2,2,4,4,3,4,4,4,4,3,6,6,6,4,5,5,4,5,5,4,5,3,2,2,2,4,3,3,3.25,3,3.833,3.5,5,2,3.5,3.167,3,2.25,5.333,4.333,2.75,2.833,3,3.25,2.75
160,Prefer not to say,PhD student,Non-STEM,In the last year,6-10 years,More than 4 articles,5,4,2,4,5,4,3,4,4,5,4,2,3,5,2,5,4,5,2,4,1,3,1,1,1,1,5,5,4,5,3,3,4,3,2,3,3,4,4,3,4,4,4,2,1,2,2,4,1,1,3,2,1,2,4,4,4,4,4,2,2,2,3,2,2,6,2,3,4,6,7,2,2,2,5,4,4,3.75,4,2.833,4,4,2,3.5,3.167,4.167,2,2.167,4.667,1,3.167,3.5,4.75,3.25
161,Woman,Associate Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,NA,2,3,2,2,1,4,1,2,4,2,2,5,4,4,2,4,5,5,4,5,5,4,2,2,1,2,1,1,1,1,2,4,2,2,5,5,4,5,5,3,4,4,4,2,2,4,4,5,2,2,4,4,5,3,4,5,5,4,4,1,3,3,3,1,1,3,3,5,3,3,2,6,6,5,7,7,6,2.25,6.5,4.333,4,4,6,3.5,4.667,2.333,3.125,2,3.167,1.75,4.5,6,1,2.5
162,Man,Post Doc,"STEM (science, technology, engineering, mathematics)",This year,6-10 years,NA,3,3,1,3,2,1,4,1,2,1,4,2,5,5,1,5,4,4,4,4,5,2,5,2,1,2,1,1,4,1,2,4,2,3,5,5,4,5,5,4,5,5,4,1,1,4,2,5,1,3,2,5,4,5,5,5,5,3,3,2,2,2,2,1,1,5,5,6,5,3,1,4,4,3,6,3,3,2.5,3,4.833,3,4.667,4,3.667,3.833,1.833,2.375,1.667,4.167,2.5,4.667,4.5,1.75,2.75
163,Woman,Full Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,NA,3,3,2,3,3,4,4,2,4,4,3,4,3,3,4,3,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,3,3,4,2,2,2,2,3,3,4,4,4,3,1,2,4,3,2,2,1,4,4,2,4,3,4,4,3,3,4,5,5,4,4,6,4,6,5,6,4,4,5,6,5,6,6,2.75,6,3.5,3.5,4,4.5,3.333,3.833,3.5,2.25,4.167,5.167,3.5,2.333,5.5,4,3.5
164,Man,Associate Professor,Non-STEM,In the last 10 years,6-10 years,NA,4,3,2,1,4,5,3,2,3,3,2,3,2,3,2,1,2,3,2,4,1,4,4,3,2,4,2,4,3,3,3,2,3,3,3,3,3,4,3,3,4,4,3,3,4,3,3,3,2,2,3,4,3,4,4,4,2,3,4,3,4,6,3,4,3,5,5,6,2,4,2,2,2,1,1,3,2,2.5,2.5,3.5,3.5,3.667,2,2.167,2.667,3.333,2.875,3.833,4,3.25,3.167,1,3,2.75
165,Woman,Post Doc,Non-STEM,In the last year,6-10 years,NA,3,3,1,4,4,4,4,4,4,4,2,4,4,5,4,5,5,4,2,2,3,2,3,1,1,2,4,4,4,4,5,5,5,5,3,3,2,4,4,2,5,4,3,1,1,2,3,4,2,3,4,3,2,4,4,2,5,4,3,6,7,7,7,7,7,5,1,5,6,6,2,7,7,3,5,3,2,2.75,2.5,3.333,3.5,4,7,4,3,4,2.5,6.833,4.167,1.75,3,4,4,5
166,Woman,PhD student,"STEM (science, technology, engineering, mathematics)",This year,1-5 years,1-2 articles,2,3,1,2,2,1,2,2,2,1,2,3,3,4,3,4,5,5,4,3,4,4,4,4,4,4,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,2,1,3,4,3,2,3,3,4,4,3,4,5,4,3,3,3,3,3,3,3,3,3,3,5,4,4,4,5,5,5,6,3,3,2,3,4,3,5,5,3.167,4.167,1.667,2.625,3,3.833,4,5,5.5,1,2
167,Woman,PhD student,Non-STEM,This year,1-5 years,3-4 articles,2,2,2,3,4,4,5,2,3,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,3,3,4,4,5,4,4,4,4,4,4,4,1,1,1,1,4,1,1,4,4,4,3,3,3,4,4,4,3,3,5,3,3,3,5,3,5,3,3,3,3,3,2,5,6,5,2.25,5.5,3.5,4,4,3,3.333,4,3.667,1.75,3.333,3.667,4,4.167,3.5,4.25,3
168,Man,Post Doc,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,NA,3,2,1,2,4,2,3,2,2,1,4,4,5,4,2,5,5,5,4,5,5,5,5,5,5,5,1,1,1,1,2,3,2,2,3,2,1,4,3,3,5,5,4,1,1,2,1,4,1,1,1,5,4,3,5,5,5,4,5,2,2,2,2,2,1,1,6,6,2,2,1,5,5,5,6,6,5,2,5.5,4.5,4.5,4.667,5,4,4.833,2.333,1.5,1.833,3,5,2.667,5.5,1,2.25
169,Man,Full Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,NA,3,3,3,2,3,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,3,4,5,5,5,5,3,4,3,3,2,2,2,2,4,4,2,3,3,2,4,4,4,2,1,1,2,1,1,1,1,4,4,3,4,4,4,4,4,3,2,6,3,2,2,5,2,5,2,2,2,6,6,2,2,5,4,2.75,4.5,3.833,4,4,6,3.833,3.833,2.167,1.25,3,3,5,3,2,3.25,2
170,Woman,PhD student,"STEM (science, technology, engineering, mathematics)",In the last year,1-5 years,3-4 articles,3,3,2,2,1,1,4,4,2,4,4,5,5,5,2,5,4,5,1,1,4,1,4,3,2,4,2,4,2,2,5,4,4,1,4,5,4,5,5,3,1,3,3,2,3,2,4,2,1,2,2,1,1,3,2,3,4,3,3,2,3,6,3,2,3,2,2,2,6,3,1,3,3,5,6,4,2,2.5,3,2.333,3,2.333,3,4.333,2.667,2.667,2.25,3.167,2.667,3.25,4.333,5.5,2.5,3.5
