"anonym_id","brt_1","brt_2","brt_3","brt_4","pps_1","pps_2","pps_3","pps_4","pps_5","pps_6","ppa_7","ppa_8","ppa_9","ppa_10","ppa_11","ppa_12","ppr_13","ppr_14","ppr_15","ppr_16","ppr_17","ppr_18","sec_1","sec_2","sec_3","sec_4","wlb_1","wlb_2","wlb_3","wlb_4","wld_1","wld_2","wld_3","wld_4","soc_1","soc_2","soc_3","soc_4","soc_5","soc_6","opp_1","opp_2","opp_3","qrp_1","qrp_2","qrp_3","qrp_4","qrp_5","qrp_6","qrp_7","qrp_8","inf_1","inf_2","inf_3","inf_4","inf_5","inf_6","mng_1","mng_2","rla_1","rla_2","rla_3","rla_4","rla_5","rla_6","rlc_1","rlc_2","rlc_3","rlc_4","rlc_5","rlc_6","pay_1","pay_2","tol_1","tol_2","gnl_1","gnl_2","gender","title","discipline","last_published","academia_length","phd_dissertation"
141,4,4,2,2,3,2,4,4,2,5,5,5,5,5,3,5,3,4,4,4,3,3,4,4,3,4,3,3,4,4,4,4,3,4,1,1,2,4,4,4,3,4,3,1,1,1,3,2,1,3,2,2,2,3,2,3,3,2,1,6,6,7,4,5,4,7,6,6,4,2,5,1,1,2,6,4,4,"Woman","This does not apply to me","STEM (science, technology, engineering, mathematics)","This year","More than 10 years",NA
142,2,2,2,2,2,2,2,2,2,5,3,3,3,4,2,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,2,2,2,2,5,5,3,5,5,3,5,5,5,1,1,5,3,4,1,3,3,2,5,4,2,3,4,5,5,3,2,3,2,2,2,3,6,3,6,2,2,3,3,4,4,5,5,"Woman","Assistant Professor","Non-STEM","In the last year","6-10 years",NA
143,3,3,2,2,2,4,5,2,3,2,2,2,3,3,2,5,3,4,3,3,4,3,4,4,4,4,2,2,3,3,4,4,4,4,4,4,2,4,4,3,4,4,4,1,1,2,2,2,1,2,2,4,3,3,4,4,4,4,4,3,6,5,5,4,4,4,6,6,5,5,2,7,7,3,4,5,5,"Man","Full Professor","Non-STEM","This year","More than 10 years",NA
144,2,2,1,2,1,1,1,1,2,2,1,3,4,4,2,5,5,5,5,5,5,5,3,3,2,3,2,2,2,2,2,1,2,2,5,5,3,4,5,3,4,4,4,1,1,1,1,4,1,1,1,4,4,4,4,5,5,3,3,1,2,2,2,1,1,1,1,1,2,1,1,5,5,6,6,6,6,"Man","PhD student","STEM (science, technology, engineering, mathematics)","In the last year","1-5 years","1-2 articles"
145,4,4,2,2,1,2,4,2,1,4,2,5,3,3,2,4,1,2,5,5,5,4,5,5,5,5,4,4,4,4,5,4,3,3,2,1,1,2,2,2,5,5,5,1,1,1,1,1,1,1,1,5,5,4,5,4,5,4,4,2,2,1,2,1,1,1,3,5,7,5,1,6,6,6,5,6,6,"Woman","Associate Professor","Non-STEM","This year","More than 10 years",NA
146,2,1,3,2,2,4,4,2,2,2,2,3,4,3,2,5,4,4,4,4,4,2,5,5,4,5,2,3,2,2,4,4,4,3,5,4,2,4,3,2,4,5,4,2,2,2,3,2,1,1,2,4,4,4,4,4,5,4,4,3,2,2,2,2,2,2,6,6,6,5,2,6,6,6,5,7,6,"Man","Full Professor","Non-STEM","This year","More than 10 years",NA
147,2,2,1,2,1,1,2,2,4,2,2,5,4,2,3,1,4,4,5,4,4,4,5,5,5,5,2,2,2,2,3,3,3,3,2,1,1,2,2,2,3,4,3,3,1,1,2,3,1,1,2,4,5,4,5,5,5,4,4,2,2,2,4,5,4,4,4,4,4,6,2,3,3,2,2,6,6,"Man","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years",NA
148,4,4,2,3,4,5,5,5,4,2,5,5,5,5,2,5,2,4,2,1,2,1,3,3,2,4,4,4,4,4,4,5,5,4,2,3,4,3,4,2,4,5,4,1,1,2,2,2,1,3,2,3,2,2,3,3,4,3,2,6,3,5,2,5,5,3,6,7,7,7,5,4,3,2,4,2,2,"Man","Associate Professor","Non-STEM","This year","More than 10 years",NA
149,2,2,1,2,2,4,1,3,2,4,3,4,4,4,2,3,5,4,5,3,4,4,4,4,2,4,1,2,2,2,3,2,2,2,1,1,1,3,3,2,4,4,3,2,1,3,3,2,2,4,4,4,5,4,5,5,4,4,3,7,6,5,6,5,5,2,1,5,3,4,1,5,6,2,4,5,5,"Man","Full Professor","Non-STEM","In the last year","More than 10 years",NA
150,3,3,2,3,1,1,1,1,2,1,3,5,5,4,4,5,4,5,5,5,4,5,5,5,5,5,2,2,2,2,3,2,3,2,5,5,3,5,5,4,4,4,4,1,1,1,1,2,1,1,1,4,5,4,5,5,4,3,4,2,4,6,2,3,2,5,2,7,5,4,4,5,5,6,6,5,5,"Man","Associate Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years",NA
151,3,3,3,4,4,4,4,4,3,4,1,5,4,2,4,3,1,3,4,3,3,2,3,3,3,3,5,5,5,5,5,5,5,5,2,2,1,4,4,4,4,3,3,1,1,1,2,4,1,1,2,4,1,1,3,3,3,4,4,6,6,6,6,5,5,6,2,6,6,6,6,5,5,5,3,5,5,"Woman","PhD student","Non-STEM","This year","1-5 years","1-2 articles"
152,4,4,3,4,4,4,3,4,2,4,4,3,3,2,3,4,4,4,5,4,4,4,1,1,1,2,5,5,5,5,3,3,4,3,2,2,2,3,4,3,5,5,4,5,2,2,4,4,3,2,1,4,3,3,4,3,4,3,3,3,2,2,4,2,2,5,2,2,2,2,2,2,1,3,4,3,3,"Man","PhD student","Non-STEM","This year","1-5 years","I don't know/ This does not apply to me/ 0 articles"
153,3,3,2,2,2,2,2,1,2,2,4,4,4,4,2,3,4,4,5,5,4,4,5,5,5,5,2,4,3,2,3,4,4,4,5,5,4,5,5,3,4,5,4,1,1,1,2,2,1,1,1,4,4,4,4,4,4,4,4,2,2,2,2,2,1,5,5,6,6,4,2,7,7,6,6,5,5,"Woman","Full Professor","Non-STEM","This year","More than 10 years",NA
154,5,4,3,3,3,5,5,3,5,5,5,5,5,5,4,5,3,4,3,2,3,5,3,3,2,3,5,5,5,5,5,4,4,4,2,2,2,5,5,5,4,5,4,2,2,2,4,4,1,1,1,2,1,2,3,3,4,3,3,7,2,4,4,3,3,6,6,7,4,5,7,1,1,1,2,4,3,"Woman","Assistant Professor","STEM (science, technology, engineering, mathematics)","This year","6-10 years",NA
155,4,3,3,4,3,3,4,3,3,4,3,3,4,4,3,4,3,4,5,4,4,3,4,4,4,5,4,5,4,4,4,4,3,3,4,2,2,3,4,3,3,4,3,2,1,1,4,4,2,2,3,3,4,3,4,4,5,3,3,2,2,2,2,2,1,5,6,6,5,3,2,6,6,5,5,4,4,"Man","Full Professor","Non-STEM","This year","More than 10 years",NA
156,4,3,1,4,5,4,5,5,3,5,3,3,3,3,3,3,5,5,2,4,2,2,3,2,1,3,4,4,4,4,5,4,4,4,5,5,3,4,4,3,5,3,4,1,1,3,2,2,1,2,1,3,2,2,3,3,4,3,3,3,2,3,3,2,2,5,5,7,4,4,1,2,1,6,4,5,5,"Woman","PhD student","STEM (science, technology, engineering, mathematics)","In the last year","1-5 years","1-2 articles"
157,3,3,2,4,4,5,5,4,4,4,5,5,5,5,3,5,4,3,5,4,1,3,5,5,2,4,1,2,2,2,4,1,5,5,4,3,2,4,4,2,4,4,4,1,1,1,1,4,1,1,1,4,3,2,4,2,4,4,4,5,5,5,5,5,4,7,7,6,7,6,4,6,6,2,2,6,6,"Man","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years",NA
158,4,3,2,3,1,4,5,3,4,3,1,4,4,5,3,4,3,4,5,3,3,3,5,5,5,5,4,4,4,4,5,3,5,4,5,5,3,4,5,3,4,4,4,1,1,2,1,2,1,1,1,4,4,3,4,4,4,4,4,2,3,3,4,2,1,4,4,5,5,5,1,7,7,5,6,6,5,"Woman","Full Professor","Non-STEM","This year","More than 10 years",NA
159,4,3,2,4,4,4,2,2,2,4,3,4,4,4,2,4,3,4,3,3,3,3,4,3,1,3,3,4,3,3,3,4,3,1,2,3,2,3,4,3,5,5,5,1,1,3,2,4,3,2,2,4,4,3,4,4,4,4,3,6,6,6,4,5,5,4,5,5,4,5,3,2,2,2,4,3,3,"Woman","PhD student","Non-STEM","This year","1-5 years","1-2 articles"
160,5,4,2,4,5,4,3,4,4,5,4,2,3,5,2,5,4,5,2,4,1,3,1,1,1,1,5,5,4,5,3,3,4,3,2,3,3,4,4,3,4,4,4,2,1,2,2,4,1,1,3,2,1,2,4,4,4,4,4,2,2,2,3,2,2,6,2,3,4,6,7,2,2,2,5,4,4,"Prefer not to say","PhD student","Non-STEM","In the last year","6-10 years","More than 4 articles"
161,2,3,2,2,1,4,1,2,4,2,2,5,4,4,2,4,5,5,4,5,5,4,2,2,1,2,1,1,1,1,2,4,2,2,5,5,4,5,5,3,4,4,4,2,2,4,4,5,2,2,4,4,5,3,4,5,5,4,4,1,3,3,3,1,1,3,3,5,3,3,2,6,6,5,7,7,6,"Woman","Associate Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years",NA
162,3,3,1,3,2,1,4,1,2,1,4,2,5,5,1,5,4,4,4,4,5,2,5,2,1,2,1,1,4,1,2,4,2,3,5,5,4,5,5,4,5,5,4,1,1,4,2,5,1,3,2,5,4,5,5,5,5,3,3,2,2,2,2,1,1,5,5,6,5,3,1,4,4,3,6,3,3,"Man","Post Doc","STEM (science, technology, engineering, mathematics)","This year","6-10 years",NA
163,3,3,2,3,3,4,4,2,4,4,3,4,3,3,4,3,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,3,3,4,2,2,2,2,3,3,4,4,4,3,1,2,4,3,2,2,1,4,4,2,4,3,4,4,3,3,4,5,5,4,4,6,4,6,5,6,4,4,5,6,5,6,6,"Woman","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years",NA
164,4,3,2,1,4,5,3,2,3,3,2,3,2,3,2,1,2,3,2,4,1,4,4,3,2,4,2,4,3,3,3,2,3,3,3,3,3,4,3,3,4,4,3,3,4,3,3,3,2,2,3,4,3,4,4,4,2,3,4,3,4,6,3,4,3,5,5,6,2,4,2,2,2,1,1,3,2,"Man","Associate Professor","Non-STEM","In the last 10 years","6-10 years",NA
165,3,3,1,4,4,4,4,4,4,4,2,4,4,5,4,5,5,4,2,2,3,2,3,1,1,2,4,4,4,4,5,5,5,5,3,3,2,4,4,2,5,4,3,1,1,2,3,4,2,3,4,3,2,4,4,2,5,4,3,6,7,7,7,7,7,5,1,5,6,6,2,7,7,3,5,3,2,"Woman","Post Doc","Non-STEM","In the last year","6-10 years",NA
166,2,3,1,2,2,1,2,2,2,1,2,3,3,4,3,4,5,5,4,3,4,4,4,4,4,4,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,2,1,3,4,3,2,3,3,4,4,3,4,5,4,3,3,3,3,3,3,3,3,3,3,5,4,4,4,5,5,5,6,3,3,"Woman","PhD student","STEM (science, technology, engineering, mathematics)","This year","1-5 years","1-2 articles"
167,2,2,2,3,4,4,5,2,3,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,3,3,4,4,5,4,4,4,4,4,4,4,1,1,1,1,4,1,1,4,4,4,3,3,3,4,4,4,3,3,5,3,3,3,5,3,5,3,3,3,3,3,2,5,6,5,"Woman","PhD student","Non-STEM","This year","1-5 years","3-4 articles"
168,3,2,1,2,4,2,3,2,2,1,4,4,5,4,2,5,5,5,4,5,5,5,5,5,5,5,1,1,1,1,2,3,2,2,3,2,1,4,3,3,5,5,4,1,1,2,1,4,1,1,1,5,4,3,5,5,5,4,5,2,2,2,2,2,1,1,6,6,2,2,1,5,5,5,6,6,5,"Man","Post Doc","STEM (science, technology, engineering, mathematics)","This year","More than 10 years",NA
169,3,3,3,2,3,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,3,4,5,5,5,5,3,4,3,3,2,2,2,2,4,4,2,3,3,2,4,4,4,2,1,1,2,1,1,1,1,4,4,3,4,4,4,4,4,3,2,6,3,2,2,5,2,5,2,2,2,6,6,2,2,5,4,"Man","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years",NA
170,3,3,2,2,1,1,4,4,2,4,4,5,5,5,2,5,4,5,1,1,4,1,4,3,2,4,2,4,2,2,5,4,4,1,4,5,4,5,5,3,1,3,3,2,3,2,4,2,1,2,2,1,1,3,2,3,4,3,3,2,3,6,3,2,3,2,2,2,6,3,1,3,3,5,6,4,2,"Woman","PhD student","STEM (science, technology, engineering, mathematics)","In the last year","1-5 years","3-4 articles"
171,3,3,3,3,4,5,4,3,3,4,4,4,3,4,2,4,3,3,4,4,3,4,4,4,2,4,3,4,4,4,5,4,4,3,3,3,3,3,3,2,5,3,4,3,2,2,4,4,1,2,4,4,4,3,4,4,4,4,3,2,3,3,2,2,6,5,3,7,6,6,3,6,6,6,3,3,4,"Woman","Assistant Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years",NA
172,1,1,1,1,1,2,2,1,1,1,2,3,3,2,4,3,5,5,5,4,3,5,5,5,5,5,1,1,1,1,2,2,2,2,5,5,3,5,5,3,4,5,4,1,1,1,1,3,1,1,1,5,4,5,5,4,5,5,5,1,1,1,2,1,1,1,1,2,2,2,1,6,6,6,6,7,7,"Woman","Full Professor","Non-STEM","This year","More than 10 years",NA
173,3,1,1,1,1,1,2,2,1,2,3,4,4,2,2,4,5,5,5,5,5,5,5,5,5,5,3,2,3,3,3,2,2,2,5,2,2,3,5,3,5,5,5,1,1,1,1,1,1,1,1,5,5,4,4,4,5,5,5,1,1,1,1,1,1,4,3,7,6,5,1,6,6,2,3,6,5,"Man","Associate Professor","Non-STEM","This year","More than 10 years",NA
174,2,2,1,3,3,4,5,5,4,4,5,5,5,5,1,5,5,5,3,2,1,4,1,1,2,2,4,5,5,5,4,4,5,5,4,3,3,3,3,3,5,5,4,1,1,1,1,1,1,1,1,4,4,2,3,2,2,4,4,6,6,6,6,4,4,6,6,7,7,4,2,4,4,3,4,4,3,"Man","Full Professor","Non-STEM","This year","More than 10 years",NA
175,3,2,2,2,1,2,1,1,1,3,3,5,4,5,2,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,3,2,2,2,5,5,2,5,4,2,5,5,5,1,1,1,2,3,1,2,2,5,5,4,5,5,5,4,4,2,2,2,2,2,2,6,2,5,5,7,1,6,6,4,6,6,6,"Man","Full Professor","Non-STEM","In the last year","More than 10 years",NA
176,2,1,2,2,3,1,5,3,4,1,4,4,5,4,3,5,3,4,4,3,5,2,3,3,3,4,2,1,2,2,2,4,4,3,3,3,2,4,4,3,4,4,4,1,1,1,4,3,1,1,1,3,4,3,3,3,4,4,4,5,2,5,4,2,2,2,5,6,5,6,3,5,5,4,4,5,5,"Man","This does not apply to me","Non-STEM","This year","6-10 years",NA
177,3,2,1,3,4,4,2,2,2,4,4,4,4,4,4,5,4,5,5,4,4,4,4,2,2,3,1,1,2,2,4,4,4,2,5,5,5,5,5,5,4,4,4,1,1,1,1,2,1,1,1,5,5,4,5,3,4,4,3,3,5,5,6,5,6,2,5,3,6,3,3,3,5,3,5,3,2,"Man","PhD student","Non-STEM","This year","1-5 years","3-4 articles"
178,3,3,4,4,3,4,2,2,4,4,4,4,3,4,3,4,3,4,4,4,4,2,5,4,2,5,5,4,5,5,2,2,2,3,4,3,3,3,4,4,4,4,4,5,2,4,4,2,4,4,4,5,5,4,5,5,5,5,5,2,5,6,3,1,2,5,6,7,5,5,1,5,5,3,3,5,5,"Woman","Assistant Professor","Non-STEM","This year","6-10 years",NA
179,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,4,3,3,4,4,2,3,4,3,1,1,1,1,2,2,1,1,4,4,3,4,4,4,4,4,2,2,2,2,1,1,2,2,2,2,2,1,6,6,4,4,4,4,"Woman","Associate Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years",NA
180,1,1,2,2,2,5,5,2,4,1,1,1,1,5,1,5,5,5,5,5,5,4,3,3,2,2,5,5,4,5,5,5,5,5,5,5,2,5,5,5,4,5,5,1,1,1,1,1,1,1,1,4,4,3,5,5,5,4,4,2,5,5,5,6,6,2,1,7,6,5,1,1,2,1,7,5,5,"Woman","Assistant Professor","Non-STEM","This year","6-10 years",NA
181,4,2,3,3,2,4,4,3,2,2,3,5,5,5,4,5,4,4,4,3,3,3,4,4,2,4,2,4,4,4,4,4,4,3,5,5,4,4,5,5,4,4,5,1,1,1,1,1,1,1,2,4,3,3,4,4,4,4,4,5,5,5,5,3,3,2,5,4,4,4,3,5,5,5,5,6,6,"Man","PhD student","Non-STEM","This year","1-5 years","3-4 articles"
182,4,3,3,4,2,2,4,3,2,4,5,5,4,5,3,5,3,5,5,4,5,4,5,4,2,5,2,2,2,2,4,3,4,4,5,5,3,5,5,4,4,5,5,1,1,1,2,2,1,2,1,5,5,4,5,3,5,3,3,7,2,5,5,1,1,2,5,7,6,4,1,7,7,1,5,5,5,"Woman","Assistant Professor","STEM (science, technology, engineering, mathematics)","In the last year","6-10 years",NA
183,3,1,2,2,2,5,5,1,1,3,3,4,4,5,2,5,4,4,5,4,5,4,5,5,5,5,3,4,3,3,4,4,4,5,3,3,2,4,4,4,5,5,5,1,1,1,3,3,1,1,1,5,5,3,5,3,5,5,5,7,7,7,5,6,5,7,4,6,4,4,2,7,7,2,2,5,5,"Man","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years",NA
184,2,1,2,1,2,1,4,1,2,2,1,4,3,5,3,5,4,5,4,5,5,5,3,3,2,3,2,2,2,2,3,1,2,2,5,5,4,5,5,4,5,5,5,1,1,3,3,2,1,2,3,5,5,4,5,5,5,5,5,3,2,2,1,2,2,3,2,2,2,2,1,2,2,2,4,5,5,"Man","Post Doc","STEM (science, technology, engineering, mathematics)","This year","More than 10 years",NA
185,4,3,2,3,1,2,5,3,2,4,2,5,5,3,2,4,5,5,5,5,3,5,5,5,5,5,2,2,2,2,3,3,3,3,5,5,4,4,5,3,4,4,4,1,1,1,2,2,1,2,3,5,5,4,5,4,5,4,4,5,2,5,4,3,5,6,5,7,6,6,2,3,4,6,5,6,5,"Man","Associate Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years",NA
186,2,2,2,3,3,2,2,2,1,2,1,1,2,2,2,2,4,5,5,4,4,5,5,5,5,5,1,2,1,2,2,2,3,2,5,5,5,5,5,4,5,5,5,1,1,2,1,1,1,2,2,5,4,3,4,4,5,4,4,3,3,2,3,1,1,2,6,5,6,4,1,6,6,6,6,6,4,"Man","Post Doc","Non-STEM","This year","1-5 years",NA
187,2,2,1,1,2,2,2,2,2,3,2,5,5,5,5,4,5,5,5,4,4,5,5,4,3,5,2,1,1,1,4,4,4,4,4,4,2,5,5,5,5,5,5,2,1,3,3,3,1,3,1,5,3,3,5,5,5,5,5,2,2,3,2,1,1,5,5,5,5,5,4,4,4,5,6,6,6,"Man","Associate Professor","Non-STEM","In the last year","More than 10 years",NA
189,3,2,2,2,2,2,4,2,2,2,2,4,3,2,2,2,3,4,4,4,5,5,5,5,5,5,4,4,4,4,3,3,2,2,5,5,5,3,3,2,5,5,5,1,1,1,1,2,1,1,1,5,4,3,4,4,5,4,4,1,1,1,2,1,1,5,5,7,6,3,1,3,3,6,6,6,5,"Woman","Associate Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years",NA
190,3,2,3,3,2,3,2,3,3,2,2,3,3,3,3,5,4,4,4,4,1,3,5,5,4,5,1,1,1,5,2,3,2,2,2,2,2,4,4,4,4,4,4,4,1,1,1,4,1,1,4,4,2,4,4,4,4,3,3,2,2,2,2,2,2,4,4,2,4,6,2,5,6,5,3,3,3,"Woman","Full Professor","STEM (science, technology, engineering, mathematics)","In the last year","1-5 years",NA
191,3,2,1,3,1,5,4,1,4,4,1,3,1,1,2,1,5,5,5,5,5,5,5,5,2,5,3,4,4,4,5,4,4,4,5,4,4,4,4,4,5,5,5,5,2,2,2,3,2,2,2,5,5,3,4,5,5,5,5,3,6,6,6,5,3,6,6,6,6,6,1,6,6,7,7,7,7,"Woman","Associate Professor","Non-STEM","In the last year","More than 10 years",NA
192,4,3,1,2,2,2,2,2,2,2,3,4,4,5,4,4,3,3,4,4,4,4,4,2,4,4,2,2,2,2,3,3,3,2,4,4,2,3,3,1,4,5,4,1,1,1,1,2,1,1,1,3,3,3,3,4,3,4,5,4,4,4,4,2,2,2,2,2,2,6,2,4,4,5,4,6,6,"Woman","Post Doc","STEM (science, technology, engineering, mathematics)","This year","1-5 years",NA
193,2,2,2,3,1,4,1,3,1,1,3,4,4,3,4,5,5,5,5,5,5,3,5,5,5,5,1,1,1,1,3,1,2,1,4,4,4,4,4,4,5,5,5,5,1,2,1,2,3,2,2,4,4,4,4,5,4,4,3,2,4,4,5,1,1,6,5,7,7,5,3,3,3,4,7,5,5,"Woman","PhD student","Non-STEM","This year","1-5 years","I don't know/ This does not apply to me/ 0 articles"
194,4,4,3,4,4,5,5,3,3,4,3,4,3,4,3,4,4,5,5,5,5,4,5,5,5,5,4,4,5,5,5,4,5,4,2,2,3,4,4,4,5,5,5,1,1,1,2,4,1,2,2,5,5,2,4,3,5,3,4,5,3,4,4,5,5,6,4,7,5,4,4,5,5,3,3,6,6,"Woman","Full Professor","STEM (science, technology, engineering, mathematics)","In the last year","More than 10 years",NA
195,3,2,2,1,1,3,5,2,3,2,3,4,3,3,3,4,5,5,5,5,5,5,5,5,5,5,3,5,4,4,4,5,5,4,5,3,3,3,4,5,3,5,4,2,1,2,2,4,1,1,1,5,5,3,5,4,5,5,5,1,1,1,2,1,1,6,6,7,6,1,1,6,7,3,6,6,6,"Woman","Assistant Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years",NA
196,3,2,2,2,1,4,5,1,3,2,2,4,5,3,4,4,5,5,5,5,5,5,4,4,2,4,2,4,2,2,5,4,4,4,3,3,1,5,5,2,4,5,5,1,1,1,2,4,1,1,3,5,3,3,2,3,4,4,4,2,2,2,2,1,1,6,3,6,3,6,1,7,7,3,4,5,4,"Woman","Full Professor","STEM (science, technology, engineering, mathematics)","In the last year","More than 10 years",NA
197,3,2,2,3,3,4,3,2,2,4,1,1,1,2,4,3,4,4,5,5,3,4,5,4,2,5,2,4,4,4,3,3,3,3,4,2,3,3,3,2,4,5,4,2,1,3,2,5,1,1,4,5,4,3,4,5,4,4,3,2,2,2,2,2,2,6,2,7,7,2,2,7,7,5,6,3,3,"Woman","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years",NA
198,1,1,1,3,3,2,4,1,4,2,1,4,5,5,3,5,4,4,5,3,4,4,5,5,5,5,3,4,2,2,3,5,3,5,5,5,5,5,5,4,5,5,3,1,1,1,3,5,2,1,2,5,5,5,5,3,5,5,5,3,2,2,3,2,2,7,6,7,5,3,1,3,3,5,3,7,7,"Woman","Associate Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years",NA
199,2,4,2,3,4,2,2,2,2,4,4,5,5,4,3,4,5,5,4,2,5,4,5,5,2,4,2,2,3,1,3,2,3,2,4,4,4,4,4,4,5,3,4,1,2,3,2,5,2,2,1,4,3,3,4,4,5,5,5,4,5,5,3,5,5,7,5,5,3,3,5,3,2,4,6,7,7,"Man","This does not apply to me","STEM (science, technology, engineering, mathematics)","This year","More than 10 years",NA
200,2,2,3,4,4,5,5,5,4,4,4,4,4,5,3,4,5,5,5,2,3,5,5,1,5,5,4,4,2,3,4,4,4,4,3,2,4,5,3,3,5,5,5,5,1,1,1,3,1,1,1,5,4,4,5,5,5,5,5,5,3,6,6,4,4,5,6,7,7,6,1,6,6,6,6,7,7,"Man","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years",NA
201,3,3,2,3,4,3,4,1,2,4,1,3,1,2,1,3,4,5,5,5,4,5,5,4,4,5,2,2,2,2,3,3,3,2,4,4,3,5,5,3,5,5,5,2,1,1,3,4,1,2,2,4,5,3,5,4,5,5,4,2,2,1,2,1,1,3,2,5,3,2,1,3,5,6,6,6,6,"Woman","Assistant Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years",NA
202,3,3,3,2,1,4,4,2,2,4,3,4,4,3,2,3,4,5,5,5,5,4,5,5,5,5,4,4,2,2,4,4,4,4,3,3,3,3,4,4,4,4,4,1,1,2,2,4,1,3,1,5,5,3,4,4,4,4,4,3,6,3,3,2,2,7,6,7,6,6,2,5,6,6,5,5,5,"Woman","Associate Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years",NA
203,5,5,3,5,4,5,5,5,2,4,5,5,5,5,4,5,3,4,1,1,1,2,4,4,1,4,5,5,5,5,5,5,5,4,2,3,3,3,2,3,2,2,2,1,1,1,1,2,1,1,1,2,1,2,2,3,2,4,3,5,6,6,6,5,5,7,2,6,6,4,4,1,1,1,1,5,5,"Woman","Post Doc","Non-STEM","This year","6-10 years",NA
204,4,4,3,5,3,5,3,4,2,5,3,4,4,5,5,5,4,4,4,4,3,4,4,2,2,3,3,4,4,4,3,2,4,4,2,2,3,4,3,2,4,5,3,1,1,1,2,4,1,4,3,3,3,3,4,2,4,4,4,2,2,2,3,3,3,2,5,3,3,3,3,3,3,5,5,5,5,"Man","Assistant Professor","Non-STEM","This year","More than 10 years",NA
205,3,2,3,3,4,2,4,2,4,4,2,2,4,2,2,2,4,4,4,5,5,5,2,4,2,2,2,3,2,2,2,5,3,3,5,5,3,4,4,4,2,4,3,4,2,4,4,4,2,3,2,3,4,4,4,4,4,4,4,3,3,3,2,1,1,5,2,6,6,2,2,1,1,1,3,2,2,"Woman","Assistant Professor","STEM (science, technology, engineering, mathematics)","In the last year","6-10 years",NA
